codigo,municipio,uf,ufTabela,populacao
5200050,Abadia de Goiás,Goiás,goiais,8773
3100104,Abadia dos Dourados,Minas Gerais,minasgerais,6989
5200100,Abadiânia,Goiás,goiais,20042
3100203,Abaeté,Minas Gerais,minasgerais,23237
1500107,Abaetetuba,Pará,para,157698
2300101,Abaiara,Ceará,ceara,11737
2900108,Abaíra,Bahia,bahia,8739
2900207,Abaré,Bahia,bahia,20086
4100103,Abatiá,Paraná,parana,7457
4200051,Abdon Batista,Santa Catarina,santacatarina,2563
1500131,Abel Figueiredo,Pará,para,7434
4200101,Abelardo Luz,Santa Catarina,santacatarina,17904
3100302,Abre Campo,Minas Gerais,minasgerais,13454
2600054,Abreu e Lima,Pernambuco,pernambuco,99990
1700251,Abreulândia,Tocantins,tocantins,2579
3100401,Acaiaca,Minas Gerais,minasgerais,3994
2100055,Açailândia,Maranhão,maranhao,112445
2900306,Acajutiba,Bahia,bahia,15159
1500206,Acará,Pará,para,55591
2300150,Acarape,Ceará,ceara,14929
2300200,Acaraú,Ceará,ceara,62641
2400109,Acari,Rio Grande do Norte,riograndedonorte,11136
2200053,Acauã,Piauí,piaui,7084
4300034,Aceguá,Rio Grande do Sul,riograndedosul,4901
2300309,Acopiara,Ceará,ceara,54270
5100102,Acorizal,Mato Grosso,matogrosso,5399
1200013,Acrelândia,Acre,acre,15256
5200134,Acreúna,Goiás,goiais,22366
3100500,Açucena,Minas Gerais,minasgerais,9470
3500105,Adamantina,São Paulo,saopaulo,35068
5200159,Adelândia,Goiás,goiais,2516
3500204,Adolfo,São Paulo,saopaulo,3562
4100202,Adrianópolis,Paraná,parana,5919
2900355,Adustina,Bahia,bahia,17040
2600104,Afogados da Ingazeira,Pernambuco,pernambuco,37259
2400307,Afonso Bezerra,Rio Grande do Norte,riograndedonorte,11035
3200102,Afonso Cláudio,Espírito Santo,espiritosanto,30586
2100105,Afonso Cunha,Maranhão,maranhao,6524
2600203,Afrânio,Pernambuco,pernambuco,19635
1500305,Afuá,Pará,para,39218
2600302,Agrestina,Pernambuco,pernambuco,24885
2200103,Agricolândia,Piauí,piaui,5139
4200200,Agrolândia,Santa Catarina,santacatarina,10864
4200309,Agronômica,Santa Catarina,santacatarina,5448
1500347,Água Azul do Norte,Pará,para,27430
5100201,Água Boa,Mato Grosso,matogrosso,25721
3100609,Água Boa,Minas Gerais,minasgerais,13735
2700102,Água Branca,Alagoas,alagoas,20196
2200202,Água Branca,Piauí,piaui,17411
2500106,Água Branca,Paraíba,paraiba,10234
5000203,Água Clara,Mato Grosso do Sul,matogrossodosul,15522
3100708,Água Comprida,Minas Gerais,minasgerais,1999
4200408,Água Doce,Santa Catarina,santacatarina,7145
2100154,Água Doce do Maranhão,Maranhão,maranhao,12571
3200169,Água Doce do Norte,Espírito Santo,espiritosanto,11019
2900405,Água Fria,Bahia,bahia,16970
5200175,Água Fria de Goiás,Goiás,goiais,5735
5200209,Água Limpa,Goiás,goiais,1850
2400406,Água Nova,Rio Grande do Norte,riograndedonorte,3252
2600401,Água Preta,Pernambuco,pernambuco,36771
4300059,Água Santa,Rio Grande do Sul,riograndedosul,3748
3500303,Aguaí,São Paulo,saopaulo,36305
3100807,Aguanil,Minas Gerais,minasgerais,4486
2600500,Águas Belas,Pernambuco,pernambuco,43443
3500402,Águas da Prata,São Paulo,saopaulo,8180
4200507,Águas de Chapecó,Santa Catarina,santacatarina,6486
3500501,Águas de Lindóia,São Paulo,saopaulo,18705
3500550,Águas de Santa Bárbara,São Paulo,saopaulo,6075
3500600,Águas de São Pedro,São Paulo,saopaulo,3451
3100906,Águas Formosas,Minas Gerais,minasgerais,19207
4200556,Águas Frias,Santa Catarina,santacatarina,2366
5200258,Águas Lindas de Goiás,Goiás,goiais,212440
4200606,Águas Mornas,Santa Catarina,santacatarina,6469
3101003,Águas Vermelhas,Minas Gerais,minasgerais,13539
4300109,Agudo,Rio Grande do Sul,riograndedosul,16461
3500709,Agudos,São Paulo,saopaulo,37214
4100301,Agudos do Sul,Paraná,parana,9371
3200136,Águia Branca,Espírito Santo,espiritosanto,9642
2500205,Aguiar,Paraíba,paraiba,5640
1700301,Aguiarnópolis,Tocantins,tocantins,6733
3101102,Aimorés,Minas Gerais,minasgerais,25167
2900603,Aiquara,Bahia,bahia,4446
2300408,Aiuaba,Ceará,ceara,17399
3101201,Aiuruoca,Minas Gerais,minasgerais,6003
4300208,Ajuricaba,Rio Grande do Sul,riograndedosul,7024
3101300,Alagoa,Minas Gerais,minasgerais,2674
2500304,Alagoa Grande,Paraíba,paraiba,28496
2500403,Alagoa Nova,Paraíba,paraiba,20849
2600609,Alagoinha,Pernambuco,pernambuco,14636
2500502,Alagoinha,Paraíba,paraiba,14489
2200251,Alagoinha do Piauí,Piauí,piaui,7651
2900702,Alagoinhas,Bahia,bahia,151596
3500758,Alambari,São Paulo,saopaulo,6025
3101409,Albertina,Minas Gerais,minasgerais,3007
2100204,Alcântara,Maranhão,maranhao,22097
2300507,Alcântaras,Ceará,ceara,11714
2500536,Alcantil,Paraíba,paraiba,5492
5000252,Alcinópolis,Mato Grosso do Sul,matogrossodosul,5343
2900801,Alcobaça,Bahia,bahia,22470
2100303,Aldeias Altas,Maranhão,maranhao,26532
4300307,Alecrim,Rio Grande do Sul,riograndedosul,5950
3200201,Alegre,Espírito Santo,espiritosanto,30084
4300406,Alegrete,Rio Grande do Sul,riograndedosul,73589
2200277,Alegrete do Piauí,Piauí,piaui,4915
4300455,Alegria,Rio Grande do Sul,riograndedosul,3464
3101508,Além Paraíba,Minas Gerais,minasgerais,35362
1500404,Alenquer,Pará,para,56789
2400505,Alexandria,Rio Grande do Norte,riograndedonorte,13577
5200308,Alexânia,Goiás,goiais,27653
3101607,Alfenas,Minas Gerais,minasgerais,79996
3200300,Alfredo Chaves,Espírito Santo,espiritosanto,14601
3500808,Alfredo Marcondes,São Paulo,saopaulo,4166
3101631,Alfredo Vasconcelos,Minas Gerais,minasgerais,6907
4200705,Alfredo Wagner,Santa Catarina,santacatarina,10036
2500577,Algodão de Jandaíra,Paraíba,paraiba,2567
2500601,Alhandra,Paraíba,paraiba,19588
2600708,Aliança,Pernambuco,pernambuco,38386
1700350,Aliança do Tocantins,Tocantins,tocantins,5390
2900900,Almadina,Bahia,bahia,5464
1700400,Almas,Tocantins,tocantins,7055
1500503,Almeirim,Pará,para,34109
3101706,Almenara,Minas Gerais,minasgerais,41896
2400604,Almino Afonso,Rio Grande do Norte,riograndedonorte,4735
4100400,Almirante Tamandaré,Paraná,parana,118623
4300471,Almirante Tamandaré do Sul,Rio Grande do Sul,riograndedosul,1964
5200506,Aloândia,Goiás,goiais,1995
3101805,Alpercata,Minas Gerais,minasgerais,7424
4300505,Alpestre,Rio Grande do Sul,riograndedosul,6258
3101904,Alpinópolis,Minas Gerais,minasgerais,19853
5100250,Alta Floresta,Mato Grosso,matogrosso,51782
1100015,Alta Floresta d'Oeste,Rondônia,rondonia,22945
3500907,Altair,São Paulo,saopaulo,4160
1500602,Altamira,Pará,para,114594
2100402,Altamira do Maranhão,Maranhão,maranhao,8128
4100459,Altamira do Paraná,Paraná,parana,1942
2300606,Altaneira,Ceará,ceara,7586
3102001,Alterosa,Minas Gerais,minasgerais,14466
2600807,Altinho,Pernambuco,pernambuco,22972
3501004,Altinópolis,São Paulo,saopaulo,16184
1400050,Alto Alegre,Roraima,roraima,15510
3501103,Alto Alegre,São Paulo,saopaulo,4099
4300554,Alto Alegre,Rio Grande do Sul,riograndedosul,1638
2100436,Alto Alegre do Maranhão,Maranhão,maranhao,27053
2100477,Alto Alegre do Pindaré,Maranhão,maranhao,31919
1100379,Alto Alegre dos Parecis,Rondônia,rondonia,13241
5100300,Alto Araguaia,Mato Grosso,matogrosso,19044
4200754,Alto Bela Vista,Santa Catarina,santacatarina,1937
5100359,Alto Boa Vista,Mato Grosso,matogrosso,6822
3102050,Alto Caparaó,Minas Gerais,minasgerais,5847
2400703,Alto do Rodrigues,Rio Grande do Norte,riograndedonorte,14529
4300570,Alto Feliz,Rio Grande do Sul,riograndedosul,3028
5100409,Alto Garças,Mato Grosso,matogrosso,12030
5200555,Alto Horizonte,Goiás,goiais,6414
3153509,Alto Jequitibá,Minas Gerais,minasgerais,8317
2200301,Alto Longá,Piauí,piaui,14304
5100508,Alto Paraguai,Mato Grosso,matogrosso,11356
1100403,Alto Paraíso,Rondônia,rondonia,21428
4128625,Alto Paraíso,Paraná,parana,2741
5200605,Alto Paraíso de Goiás,Goiás,goiais,7624
4100608,Alto Paraná,Paraná,parana,14770
2100501,Alto Parnaíba,Maranhão,maranhao,11190
4100707,Alto Piquiri,Paraná,parana,9836
3102100,Alto Rio Doce,Minas Gerais,minasgerais,11000
3200359,Alto Rio Novo,Espírito Santo,espiritosanto,7836
2300705,Alto Santo,Ceará,ceara,17146
5100607,Alto Taquari,Mato Grosso,matogrosso,10847
4100509,Altônia,Paraná,parana,22056
2200400,Altos,Piauí,piaui,40524
3501152,Alumínio,São Paulo,saopaulo,18628
1300029,Alvarães,Amazonas,amazonas,16041
3102209,Alvarenga,Minas Gerais,minasgerais,3907
3501202,Álvares Florence,São Paulo,saopaulo,3679
3501301,Álvares Machado,São Paulo,saopaulo,24915
3501400,Álvaro de Carvalho,São Paulo,saopaulo,5227
3501509,Alvinlândia,São Paulo,saopaulo,3222
3102308,Alvinópolis,Minas Gerais,minasgerais,15203
4300604,Alvorada,Rio Grande do Sul,riograndedosul,210305
1700707,Alvorada,Tocantins,tocantins,8412
1100346,Alvorada d'Oeste,Rondônia,rondonia,14411
3102407,Alvorada de Minas,Minas Gerais,minasgerais,3606
2200459,Alvorada do Gurgueia,Piauí,piaui,5419
5200803,Alvorada do Norte,Goiás,goiais,8660
4100806,Alvorada do Sul,Paraná,parana,11406
1400027,Amajari,Roraima,roraima,12796
5000609,Amambai,Mato Grosso do Sul,matogrossodosul,39396
1600105,Amapá,Amapá,amapa,9109
2100550,Amapá do Maranhão,Maranhão,maranhao,6962
4100905,Amaporã,Paraná,parana,6257
2600906,Amaraji,Pernambuco,pernambuco,22829
4300638,Amaral Ferrador,Rio Grande do Sul,riograndedosul,7031
5200829,Amaralina,Goiás,goiais,3812
2200509,Amarante,Piauí,piaui,17598
2100600,Amarante do Maranhão,Maranhão,maranhao,41435
2901007,Amargosa,Bahia,bahia,37241
1300060,Amaturá,Amazonas,amazonas,11536
2901106,Amélia Rodrigues,Bahia,bahia,25102
2901155,América Dourada,Bahia,bahia,16094
3501608,Americana,São Paulo,saopaulo,239597
5200852,Americano do Brasil,Goiás,goiais,6111
3501707,Américo Brasiliense,São Paulo,saopaulo,40504
3501806,Américo de Campos,São Paulo,saopaulo,5969
4300646,Ametista do Sul,Rio Grande do Sul,riograndedosul,7409
2300754,Amontada,Ceará,ceara,43452
5200902,Amorinópolis,Goiás,goiais,3126
3501905,Amparo,São Paulo,saopaulo,72195
2500734,Amparo,Paraíba,paraiba,2238
3102506,Amparo da Serra,Minas Gerais,minasgerais,4713
2800100,Amparo de São Francisco,Sergipe,sergipe,2374
4101002,Ampére,Paraná,parana,19152
2700201,Anadia,Alagoas,alagoas,17545
2901205,Anagé,Bahia,bahia,17857
4101051,Anahy,Paraná,parana,2801
1500701,Anajás,Pará,para,29277
2100709,Anajatuba,Maranhão,maranhao,26803
3502002,Analândia,São Paulo,saopaulo,4995
1300086,Anamã,Amazonas,amazonas,13614
1701002,Ananás,Tocantins,tocantins,9549
1500800,Ananindeua,Pará,para,530598
5201108,Anápolis,Goiás,goiais,386923
1500859,Anapu,Pará,para,27890
2100808,Anapurus,Maranhão,maranhao,15732
5000708,Anastácio,Mato Grosso do Sul,matogrossodosul,25135
5000807,Anaurilândia,Mato Grosso do Sul,matogrossodosul,9035
3200409,Anchieta,Espírito Santo,espiritosanto,29263
4200804,Anchieta,Santa Catarina,santacatarina,5638
2901304,Andaraí,Bahia,bahia,13143
4101101,Andirá,Paraná,parana,20031
2901353,Andorinha,Bahia,bahia,14595
3102605,Andradas,Minas Gerais,minasgerais,41077
3502101,Andradina,São Paulo,saopaulo,57157
4300661,André da Rocha,Rio Grande do Sul,riograndedosul,1333
3102803,Andrelândia,Minas Gerais,minasgerais,12224
3502200,Angatuba,São Paulo,saopaulo,25228
3102852,Angelândia,Minas Gerais,minasgerais,8520
5000856,Angélica,Mato Grosso do Sul,matogrossodosul,10780
2601003,Angelim,Pernambuco,pernambuco,11150
4200903,Angelina,Santa Catarina,santacatarina,4801
2901403,Angical,Bahia,bahia,13977
2200608,Angical do Piauí,Piauí,piaui,6788
1701051,Angico,Tocantins,tocantins,3433
2400802,Angicos,Rio Grande do Norte,riograndedonorte,11714
3300100,Angra dos Reis,Rio de Janeiro,riodejaneiro,203785
2901502,Anguera,Bahia,bahia,11221
4101150,Ângulo,Paraná,parana,2928
5201207,Anhanguera,Goiás,goiais,1149
3502309,Anhembi,São Paulo,saopaulo,6724
3502408,Anhumas,São Paulo,saopaulo,4115
5201306,Anicuns,Goiás,goiais,21850
2200707,Anísio de Abreu,Piauí,piaui,9880
4201000,Anita Garibaldi,Santa Catarina,santacatarina,7133
4201109,Anitápolis,Santa Catarina,santacatarina,3232
1300102,Anori,Amazonas,amazonas,21010
4300703,Anta Gorda,Rio Grande do Sul,riograndedosul,5981
2901601,Antas,Bahia,bahia,19291
4101200,Antonina,Paraná,parana,18980
2300804,Antonina do Norte,Ceará,ceara,7353
2200806,Antônio Almeida,Piauí,piaui,3164
2901700,Antônio Cardoso,Bahia,bahia,11683
3102902,Antônio Carlos,Minas Gerais,minasgerais,11445
4201208,Antônio Carlos,Santa Catarina,santacatarina,8513
3103009,Antônio Dias,Minas Gerais,minasgerais,9318
2901809,Antônio Gonçalves,Bahia,bahia,11798
5000906,Antônio João,Mato Grosso do Sul,matogrossodosul,8956
2400901,Antônio Martins,Rio Grande do Norte,riograndedonorte,7145
4101309,Antônio Olinto,Paraná,parana,7434
4300802,Antônio Prado,Rio Grande do Sul,riograndedosul,13050
3103108,Antônio Prado de Minas,Minas Gerais,minasgerais,1598
3502507,Aparecida,São Paulo,saopaulo,36157
2500775,Aparecida,Paraíba,paraiba,8347
3502606,Aparecida d'Oeste,São Paulo,saopaulo,4196
5201405,Aparecida de Goiânia,Goiás,goiais,578179
5201454,Aparecida do Rio Doce,Goiás,goiais,2474
1701101,Aparecida do Rio Negro,Tocantins,tocantins,4795
5001003,Aparecida do Taboado,Mato Grosso do Sul,matogrossodosul,25745
3300159,Aperibé,Rio de Janeiro,riodejaneiro,11759
3200508,Apiacá,Espírito Santo,espiritosanto,7567
5100805,Apiacás,Mato Grosso,matogrosso,10133
3502705,Apiaí,São Paulo,saopaulo,24374
2100832,Apicum-Açu,Maranhão,maranhao,17239
4201257,Apiúna,Santa Catarina,santacatarina,10743
2401008,Apodi,Rio Grande do Norte,riograndedonorte,35845
2901908,Aporá,Bahia,bahia,17731
5201504,Aporé,Goiás,goiais,4198
2901957,Apuarema,Bahia,bahia,7330
4101408,Apucarana,Paraná,parana,134996
1300144,Apuí,Amazonas,amazonas,21973
2300903,Apuiarés,Ceará,ceara,14600
2800209,Aquidabã,Sergipe,sergipe,21563
5001102,Aquidauana,Mato Grosso do Sul,matogrossodosul,47871
2301000,Aquiraz,Ceará,ceara,80271
4201273,Arabutã,Santa Catarina,santacatarina,4267
2500809,Araçagi,Paraíba,paraiba,16987
3103207,Araçaí,Minas Gerais,minasgerais,2347
2800308,Aracaju,Sergipe,sergipe,657013
3502754,Araçariguama,São Paulo,saopaulo,22364
2902054,Araçás,Bahia,bahia,12177
2301109,Aracati,Ceará,ceara,74547
2902005,Aracatu,Bahia,bahia,13135
3502804,Araçatuba,São Paulo,saopaulo,197016
2902104,Araci,Bahia,bahia,54379
3103306,Aracitaba,Minas Gerais,minasgerais,2063
2301208,Aracoiaba,Ceará,ceara,26469
2601052,Araçoiaba,Pernambuco,pernambuco,20524
3502903,Araçoiaba da Serra,São Paulo,saopaulo,34146
3200607,Aracruz,Espírito Santo,espiritosanto,101220
5201603,Araçu,Goiás,goiais,3522
3103405,Araçuaí,Minas Gerais,minasgerais,36708
5201702,Aragarças,Goiás,goiais,20118
5201801,Aragoiânia,Goiás,goiais,10308
1701309,Aragominas,Tocantins,tocantins,5758
1701903,Araguacema,Tocantins,tocantins,7086
1702000,Araguaçu,Tocantins,tocantins,8517
5101001,Araguaiana,Mato Grosso,matogrosso,3100
1702109,Araguaína,Tocantins,tocantins,180470
5101209,Araguainha,Mato Grosso,matogrosso,935
2100873,Araguanã,Maranhão,maranhao,15426
1702158,Araguanã,Tocantins,tocantins,5729
5202155,Araguapaz,Goiás,goiais,7770
3103504,Araguari,Minas Gerais,minasgerais,117267
1702208,Araguatins,Tocantins,tocantins,35761
2100907,Araioses,Maranhão,maranhao,46440
5001243,Aral Moreira,Mato Grosso do Sul,matogrossodosul,12149
2902203,Aramari,Bahia,bahia,11397
4300851,Arambaré,Rio Grande do Sul,riograndedosul,3581
2100956,Arame,Maranhão,maranhao,32701
3503000,Aramina,São Paulo,saopaulo,5620
3503109,Arandu,São Paulo,saopaulo,6357
3103603,Arantina,Minas Gerais,minasgerais,2795
3503158,Arapeí,São Paulo,saopaulo,2469
2700300,Arapiraca,Alagoas,alagoas,231747
1702307,Arapoema,Tocantins,tocantins,6643
3103702,Araponga,Minas Gerais,minasgerais,8439
4101507,Arapongas,Paraná,parana,123027
3103751,Araporã,Minas Gerais,minasgerais,6869
4101606,Arapoti,Paraná,parana,28115
3103801,Arapuá,Minas Gerais,minasgerais,2834
4101655,Arapuã,Paraná,parana,3068
5101258,Araputanga,Mato Grosso,matogrosso,16822
4201307,Araquari,Santa Catarina,santacatarina,38129
2500908,Arara,Paraíba,paraiba,13470
4201406,Araranguá,Santa Catarina,santacatarina,68228
3503208,Araraquara,São Paulo,saopaulo,236072
3503307,Araras,São Paulo,saopaulo,134236
2301257,Ararendá,Ceará,ceara,10935
2101004,Arari,Maranhão,maranhao,29848
4300877,Araricá,Rio Grande do Sul,riograndedosul,5698
2301307,Araripe,Ceará,ceara,21600
2601102,Araripina,Pernambuco,pernambuco,84418
3300209,Araruama,Rio de Janeiro,riodejaneiro,132400
2501005,Araruna,Paraíba,paraiba,20312
4101705,Araruna,Paraná,parana,13970
2902252,Arataca,Bahia,bahia,11019
4300901,Aratiba,Rio Grande do Sul,riograndedosul,6235
2301406,Aratuba,Ceará,ceara,11847
2902302,Aratuípe,Bahia,bahia,8825
2800407,Arauá,Sergipe,sergipe,10056
4101804,Araucária,Paraná,parana,143843
3103900,Araújos,Minas Gerais,minasgerais,9273
3104007,Araxá,Minas Gerais,minasgerais,106229
3104106,Arceburgo,Minas Gerais,minasgerais,10772
3503356,Arco-Íris,São Paulo,saopaulo,1791
3104205,Arcos,Minas Gerais,minasgerais,40092
2601201,Arcoverde,Pernambuco,pernambuco,74338
3104304,Areado,Minas Gerais,minasgerais,15070
3300225,Areal,Rio de Janeiro,riodejaneiro,12572
3503406,Arealva,São Paulo,saopaulo,8560
2501104,Areia,Paraíba,paraiba,22819
2401107,Areia Branca,Rio Grande do Norte,riograndedonorte,27774
2800506,Areia Branca,Sergipe,sergipe,18542
2501153,Areia de Baraúnas,Paraíba,paraiba,2128
2501203,Areial,Paraíba,paraiba,6998
3503505,Areias,São Paulo,saopaulo,3886
3503604,Areiópolis,São Paulo,saopaulo,11129
5101308,Arenápolis,Mato Grosso,matogrosso,9607
5202353,Arenópolis,Goiás,goiais,2612
2401206,Arez,Rio Grande do Norte,riograndedonorte,14306
3104403,Argirita,Minas Gerais,minasgerais,2727
3104452,Aricanduva,Minas Gerais,minasgerais,5231
3104502,Arinos,Minas Gerais,minasgerais,17875
5101407,Aripuanã,Mato Grosso,matogrosso,22354
1100023,Ariquemes,Rondônia,rondonia,107863
3503703,Ariranha,São Paulo,saopaulo,9668
4101853,Ariranha do Ivaí,Paraná,parana,2108
3300233,Armação dos Búzios,Rio de Janeiro,riodejaneiro,40532
4201505,Armazém,Santa Catarina,santacatarina,8674
2301505,Arneiroz,Ceará,ceara,7840
2200905,Aroazes,Piauí,piaui,5835
2501302,Aroeiras,Paraíba,paraiba,19153
2200954,Aroeiras do Itaim,Piauí,piaui,2551
2201002,Arraial,Piauí,piaui,4727
3300258,Arraial do Cabo,Rio de Janeiro,riodejaneiro,30349
1702406,Arraias,Tocantins,tocantins,10567
4301008,Arroio do Meio,Rio Grande do Sul,riograndedosul,20805
4301073,Arroio do Padre,Rio Grande do Sul,riograndedosul,2937
4301057,Arroio do Sal,Rio Grande do Sul,riograndedosul,10065
4301206,Arroio do Tigre,Rio Grande do Sul,riograndedosul,13373
4301107,Arroio dos Ratos,Rio Grande do Sul,riograndedosul,14151
4301305,Arroio Grande,Rio Grande do Sul,riograndedosul,18293
4201604,Arroio Trinta,Santa Catarina,santacatarina,3550
3503802,Artur Nogueira,São Paulo,saopaulo,54408
5202502,Aruanã,Goiás,goiais,9875
3503901,Arujá,São Paulo,saopaulo,89824
4201653,Arvoredo,Santa Catarina,santacatarina,2240
4301404,Arvorezinha,Rio Grande do Sul,riograndedosul,10424
4201703,Ascurra,Santa Catarina,santacatarina,7934
3503950,Aspásia,São Paulo,saopaulo,1822
4101903,Assaí,Paraná,parana,15119
2301604,Assaré,Ceará,ceara,23417
3504008,Assis,São Paulo,saopaulo,104386
1200054,Assis Brasil,Acre,acre,7417
4102000,Assis Chateaubriand,Paraná,parana,33362
2400208,Assu,Rio Grande do Norte,riograndedonorte,58017
2501351,Assunção,Paraíba,paraiba,3990
2201051,Assunção do Piauí,Piauí,piaui,7846
3104601,Astolfo Dutra,Minas Gerais,minasgerais,14179
4102109,Astorga,Paraná,parana,26111
2700409,Atalaia,Alagoas,alagoas,47185
4102208,Atalaia,Paraná,parana,3892
1300201,Atalaia do Norte,Amazonas,amazonas,19921
4201802,Atalanta,Santa Catarina,santacatarina,3210
3104700,Ataléia,Minas Gerais,minasgerais,12868
3504107,Atibaia,São Paulo,saopaulo,142761
3200706,Atílio Vivácqua,Espírito Santo,espiritosanto,11936
1702554,Augustinópolis,Tocantins,tocantins,18412
1500909,Augusto Corrêa,Pará,para,45998
3104809,Augusto de Lima,Minas Gerais,minasgerais,4869
4301503,Augusto Pestana,Rio Grande do Sul,riograndedosul,6661
4301552,Áurea,Rio Grande do Sul,riograndedosul,3554
2902401,Aurelino Leal,Bahia,bahia,11531
3504206,Auriflama,São Paulo,saopaulo,15189
5202601,Aurilândia,Goiás,goiais,3120
2301703,Aurora,Ceará,ceara,24654
4201901,Aurora,Santa Catarina,santacatarina,5679
1500958,Aurora do Pará,Pará,para,31338
1702703,Aurora do Tocantins,Tocantins,tocantins,3757
1300300,Autazes,Amazonas,amazonas,39565
3504305,Avaí,São Paulo,saopaulo,5403
3504404,Avanhandava,São Paulo,saopaulo,13649
3504503,Avaré,São Paulo,saopaulo,90655
1501006,Aveiro,Pará,para,16388
2201101,Avelino Lopes,Piauí,piaui,11289
5202809,Avelinópolis,Goiás,goiais,2417
2101103,Axixá,Maranhão,maranhao,12130
1702901,Axixá do Tocantins,Tocantins,tocantins,9756
1703008,Babaçulândia,Tocantins,tocantins,10664
2101202,Bacabal,Maranhão,maranhao,104949
2101251,Bacabeira,Maranhão,maranhao,17055
2101301,Bacuri,Maranhão,maranhao,18582
2101350,Bacurituba,Maranhão,maranhao,5644
3504602,Bady Bassitt,São Paulo,saopaulo,17502
3104908,Baependi,Minas Gerais,minasgerais,19148
4301602,Bagé,Rio Grande do Sul,riograndedosul,121143
1501105,Bagre,Pará,para,30673
2501401,Baía da Traição,Paraíba,paraiba,8993
2401404,Baía Formosa,Rio Grande do Norte,riograndedonorte,9271
2902500,Baianópolis,Bahia,bahia,13877
1501204,Baião,Pará,para,47446
2902609,Baixa Grande,Bahia,bahia,20468
2201150,Baixa Grande do Ribeiro,Piauí,piaui,11586
2301802,Baixio,Ceará,ceara,6288
3200805,Baixo Guandu,Espírito Santo,espiritosanto,30998
3504701,Balbinos,São Paulo,saopaulo,5735
3105004,Baldim,Minas Gerais,minasgerais,7826
5203104,Baliza,Goiás,goiais,5138
4201950,Balneário Arroio do Silva,Santa Catarina,santacatarina,13071
4202057,Balneário Barra do Sul,Santa Catarina,santacatarina,10795
4202008,Balneário Camboriú,Santa Catarina,santacatarina,142295
4202073,Balneário Gaivota,Santa Catarina,santacatarina,10979
4212809,Balneário Piçarras,Santa Catarina,santacatarina,23147
4301636,Balneário Pinhal,Rio Grande do Sul,riograndedosul,14068
4220000,Balneário Rincão,Santa Catarina,santacatarina,12760
4102307,Balsa Nova,Paraná,parana,12941
3504800,Bálsamo,São Paulo,saopaulo,9068
2101400,Balsas,Maranhão,maranhao,94887
3105103,Bambuí,Minas Gerais,minasgerais,23829
2301851,Banabuiú,Ceará,ceara,18197
3504909,Bananal,São Paulo,saopaulo,10945
2501500,Bananeiras,Paraíba,paraiba,21318
3105202,Bandeira,Minas Gerais,minasgerais,4795
3105301,Bandeira do Sul,Minas Gerais,minasgerais,5746
4202081,Bandeirante,Santa Catarina,santacatarina,2678
4102406,Bandeirantes,Paraná,parana,31367
5001508,Bandeirantes,Mato Grosso do Sul,matogrossodosul,6788
1703057,Bandeirantes do Tocantins,Tocantins,tocantins,3553
1501253,Bannach,Pará,para,3286
2902658,Banzaê,Bahia,bahia,13229
4301651,Barão,Rio Grande do Sul,riograndedosul,6171
3505005,Barão de Antonina,São Paulo,saopaulo,3469
3105400,Barão de Cocais,Minas Gerais,minasgerais,32485
4301701,Barão de Cotegipe,Rio Grande do Sul,riograndedosul,6623
2101509,Barão de Grajaú,Maranhão,maranhao,18820
5101605,Barão de Melgaço,Mato Grosso,matogrosso,8564
3105509,Barão de Monte Alto,Minas Gerais,minasgerais,5397
4301750,Barão do Triunfo,Rio Grande do Sul,riograndedosul,7487
2401453,Baraúna,Rio Grande do Norte,riograndedonorte,28374
2501534,Baraúna,Paraíba,paraiba,4892
3105608,Barbacena,Minas Gerais,minasgerais,137313
2301901,Barbalha,Ceará,ceara,59732
3505104,Barbosa,São Paulo,saopaulo,7402
4102505,Barbosa Ferraz,Paraná,parana,11568
1501303,Barcarena,Pará,para,124680
2401503,Barcelona,Rio Grande do Norte,riograndedonorte,3998
1300409,Barcelos,Amazonas,amazonas,27502
3505203,Bariri,São Paulo,saopaulo,35264
2902708,Barra,Bahia,bahia,53578
3505302,Barra Bonita,São Paulo,saopaulo,36126
4202099,Barra Bonita,Santa Catarina,santacatarina,1677
2201176,Barra d'Alcântara,Piauí,piaui,3951
2902807,Barra da Estiva,Bahia,bahia,20598
2601300,Barra de Guabiraba,Pernambuco,pernambuco,14385
2501609,Barra de Santa Rosa,Paraíba,paraiba,15384
2501575,Barra de Santana,Paraíba,paraiba,8359
2700508,Barra de Santo Antônio,Alagoas,alagoas,15932
3200904,Barra de São Francisco,Espírito Santo,espiritosanto,44650
2700607,Barra de São Miguel,Alagoas,alagoas,8322
2501708,Barra de São Miguel,Paraíba,paraiba,6036
5101704,Barra do Bugres,Mato Grosso,matogrosso,34966
3505351,Barra do Chapéu,São Paulo,saopaulo,5724
2902906,Barra do Choça,Bahia,bahia,31603
2101608,Barra do Corda,Maranhão,maranhao,88212
5101803,Barra do Garças,Mato Grosso,matogrosso,61012
4301859,Barra do Guarita,Rio Grande do Sul,riograndedosul,3248
4102703,Barra do Jacaré,Paraná,parana,2781
2903003,Barra do Mendes,Bahia,bahia,13865
1703073,Barra do Ouro,Tocantins,tocantins,4591
3300308,Barra do Piraí,Rio de Janeiro,riodejaneiro,100374
4301875,Barra do Quaraí,Rio Grande do Sul,riograndedosul,4215
4301909,Barra do Ribeiro,Rio Grande do Sul,riograndedosul,13491
